epoch,train_mse,val_mse,val_rmse,val_r2,rmse_dep,rmse_anx,rmse_str,rmse_tot,r2_dep,r2_anx,r2_str,r2_tot,lr
12,104.21933012742262,86.54349517822266,9.302875640264286,0.035130858421325684,5.474376987910288,5.481249317965144,6.8225147235693315,15.479487967290526,0.029177606105804443,0.024972617626190186,0.06043809652328491,0.025933802127838135,0.0005
