feature,mean_abs_shap,signed_mean_shap
straightness,3.511996967017165,-1.692859049490355
stop_ratio,2.0261839180118515,-0.832906431240744
F4_stroke_count,1.6982226422579314,-0.6701498901283778
direction_concentration,1.6677910081680167,-0.9611960490036899
mean_slant,1.2727336096222175,-0.08553016558295166
median_acceleration,1.24507210468801,0.24358279328101134
p95_pen_up_speed,1.0878865519619914,0.009009864116880787
pen_up_ratio,1.0472061470148466,-0.09056688982854809
dominant_angle,1.045703512908415,-0.2763018227419342
median_speed,1.0009307872621986,-0.00983098013554299
median_pen_up_speed,1.0007667959353619,-0.44948520680229054
aspect_ratio,0.9458512942811979,0.6672621584235219
std_slant,0.8235825463579534,-0.21311541656210484
mean_pressure,0.8101568807907689,0.16646717659568008
abs_mean_slant,0.7384657993030664,-0.19207454770337778
width,0.6732144219188363,0.2961275013908574
ink_density,0.6495344402816525,0.06985680569322122
height,0.49191861910093954,-0.1906191123514305
duty_cycle,0.47338283151597943,0.3572844164031412
F1_in_air_time,0.38701022903134996,-0.2611953699650002
path_length,0.37435198813157605,0.08040327789756942
F2_on_paper_time,0.3691506476123102,0.13014372202100685
pen_up_path_length,0.35815761539784474,0.03293292445967864
p95_speed,0.3446221310604404,-0.2358505157304711
F3_total_time,0.32024443611531395,-0.17264838416893377
