feature,mean_abs_shap,signed_mean_shap
p95_pen_up_speed,0.6000496403428466,-0.06641703139713444
height,0.5877937209323569,-0.06597533328383055
median_pen_up_speed,0.5614850297234945,-0.06339454909458214
pen_up_ratio,0.5438188316501944,0.18953507872585404
duty_cycle,0.5411567871612712,-0.20317739368233562
mean_slant,0.5397216845003476,0.014567016539364734
aspect_ratio,0.49798470698140523,0.04491609993608852
straightness,0.49198949117761553,-0.13841134326996604
median_acceleration,0.48837107538076663,0.028625550124024637
pen_up_path_length,0.48451137041888026,0.2283589304805657
median_speed,0.4832592247285395,-0.03882096974842229
mean_pressure,0.47892991927727224,-0.12614583345915859
abs_mean_slant,0.47366518662809337,0.04306269617840619
direction_concentration,0.4721333747045494,0.0343217842049932
stop_ratio,0.46180538800350523,0.0069251163268775045
std_slant,0.44623771586959476,0.06887395420748346
path_length,0.4195713427790935,0.20524318798505442
p95_speed,0.4127505969320351,-0.00031324418567380853
F2_on_paper_time,0.4125795611824498,0.12465902984026932
F4_stroke_count,0.36616675417298367,0.1981961716284647
