feature,mean_abs_shap,signed_mean_shap
height,0.10106733359162595,-0.01585177543554272
aspect_ratio,0.10084242462080632,0.013010696492467853
straightness,0.09469893521391122,0.010930364105079008
path_length,0.09357316250365369,-0.013043800942860296
p95_speed,0.09221457008534016,-0.01250629543698322
median_speed,0.08932836426317088,-0.005201749959959534
pen_up_path_length,0.07840722269959975,-0.00754493841646547
mean_slant,0.07768034356110369,-0.0008122400041759946
mean_pressure,0.07543839724189405,-0.02148696675401881
p95_pen_up_speed,0.07438741644629532,-0.0064814468522001924
abs_mean_slant,0.07210675160802062,0.021688203861593387
median_pen_up_speed,0.07167907413052911,-0.0022323796745854813
median_acceleration,0.07128731142592219,-0.011826316327480192
stop_ratio,0.07007106170299807,-0.01859601052293615
ink_density,0.06995426536805091,0.005505985638510957
direction_concentration,0.06625663595246126,-0.007819408462715983
F3_total_time,0.06559117084071073,-0.005485581665724031
F2_on_paper_time,0.06427333217930419,-0.015108937668786073
F1_in_air_time,0.058606732549812496,0.00035303000284411936
dominant_angle,0.056818623843411374,-0.005306734154042066
pen_up_ratio,0.055325035367470805,0.012414334064709811
width,0.05374737554913045,-0.010532917117979407
std_slant,0.05184109429125553,0.019488409925845867
duty_cycle,0.045346097332233985,-0.011692801018869662
F4_stroke_count,0.04057711410005918,0.00970571588507712
