feature,mean_abs_shap,signed_mean_shap
pen_up_path_length,0.30395664265035743,0.22381996672414534
straightness,0.270498529570771,-0.0646554944722747
duty_cycle,0.2612131641270926,0.03375956366615949
mean_pressure,0.25249488122742,0.0139483637945402
pen_up_ratio,0.2229925109936425,0.09259914049618129
p95_pen_up_speed,0.21686366603966192,0.031223494993323157
aspect_ratio,0.21432143383910546,0.09588982949728184
stop_ratio,0.20742888240848997,-0.014960401735027778
F3_total_time,0.20353575515718877,-0.007590711847973203
mean_slant,0.19869142846092824,0.08909901238350354
F1_in_air_time,0.19171967312825786,0.04933507616455454
direction_concentration,0.1580496916465337,0.00344834399697109
height,0.15671118915888446,-0.05631904861051921
median_speed,0.15421620870581337,0.04584269640504354
median_acceleration,0.14430143118933667,0.0670210891680304
median_pen_up_speed,0.13333900901059192,-0.05163426770013231
F2_on_paper_time,0.12320030420432378,0.012157444422067032
ink_density,0.11109095491907248,-0.034064615218271914
path_length,0.10482866446228135,0.05365576902721101
width,0.07453114635635887,0.023229852755112256
std_slant,0.07131204967024747,-0.013033898143549433
dominant_angle,0.07130935005616845,0.013897879308849736
p95_speed,0.06149745795500781,0.005054900732643113
abs_mean_slant,0.04838980618292833,-0.00183255214028899
F4_stroke_count,0.022177287238226828,0.004483647293284942
