feature,mean_abs_shap,signed_mean_shap
F2_on_paper_time,0.11691920397926638,-0.07507550162443336
F3_total_time,0.10930114485717825,-0.06798380782419558
direction_concentration,0.10821053921830609,-0.06531733505574724
median_speed,0.10481192380170394,0.06554666842425445
F1_in_air_time,0.09184287771406173,-0.0540924341568425
abs_mean_slant,0.08337661951948762,0.04205793404306601
median_pen_up_speed,0.08018977354005097,0.060180089341182574
stop_ratio,0.07697515057554287,-0.033571281203295195
p95_speed,0.07497772553963647,0.05023080063291525
path_length,0.07137140245884438,-0.03225555342468431
F4_stroke_count,0.0673246713105395,-0.027242953756527966
ink_density,0.06695348549277089,-0.03719015041842257
pen_up_path_length,0.0668719718531247,-0.031190984155041204
median_acceleration,0.06666431095966138,-0.036872389492318434
p95_pen_up_speed,0.06234767858420708,0.04715474596179036
std_slant,0.06095788401118652,0.02980823864707358
dominant_angle,0.058335696185551865,0.0015111685568100952
width,0.056100641987546024,0.016878836647606164
straightness,0.05160606149279149,0.025451664051828343
mean_pressure,0.05097052157393467,-0.015293223340092664
duty_cycle,0.048526929523932,-0.004398906616568743
mean_slant,0.045182585342016794,-0.017450672255770856
pen_up_ratio,0.04313460713677441,-0.006573998307274023
height,0.04274898030262924,0.015329454431294041
aspect_ratio,0.03626459750627385,0.0007529355781419899
