feature,mean_abs_shap,signed_mean_shap
straightness,1.0961680563698304,-0.54809273303645
F4_stroke_count,0.6086350955561882,-0.222338345965842
direction_concentration,0.5961453928318884,-0.3306753062052853
p95_pen_up_speed,0.5923413150025673,0.18224594994819124
stop_ratio,0.55804028807445,-0.25588166060683165
mean_slant,0.43459504049224745,0.03350298729485053
median_acceleration,0.4263257717107995,-0.056278657692832024
mean_pressure,0.3801217961730254,0.22412153579050553
pen_up_ratio,0.36594041981492614,0.04176096383960579
aspect_ratio,0.3573418324396443,0.24446055567813482
dominant_angle,0.35373652057478694,0.002143051991003784
median_speed,0.3379181865183559,-0.08444639725944081
median_pen_up_speed,0.3299910974519725,-0.08633614310915404
width,0.3231053974459624,0.059188798354097634
duty_cycle,0.28546851914334076,0.188592191490929
p95_speed,0.27997208895859976,-0.18885647078241244
std_slant,0.27638437342492117,-0.08209497169475513
ink_density,0.2679649453418442,0.05488639716848506
height,0.2492944254264512,-0.12954780917352646
abs_mean_slant,0.23864760709701116,-0.057674007844791306
