feature,mean_abs_shap,signed_mean_shap
mean_pressure,1.863869747185479,-0.3283198671571292
F2_on_paper_time,1.6512872248082817,0.5181291577169387
duty_cycle,1.6224438998659485,0.6726226734179795
direction_concentration,1.4106865956131052,0.09780859716568632
stop_ratio,1.3300447558515993,-0.4304276451288654
median_acceleration,1.2944067895179772,-0.2116617637908494
dominant_angle,1.2316190906646514,0.09851001429739793
pen_up_ratio,1.1973449300170893,-0.7267961443468008
p95_pen_up_speed,1.1655775700421587,0.18286735337949714
F1_in_air_time,1.1455035063019297,-0.04026990275107435
p95_speed,1.0946257535759212,-0.2876645009825409
width,1.0237537996911823,0.53811150432353
aspect_ratio,1.01719931660679,0.526504936242615
F3_total_time,1.0099393683674271,0.08796031374852506
F4_stroke_count,1.0045662186400055,-0.5875885851876628
abs_mean_slant,0.9879472460537304,0.26735547752950484
median_pen_up_speed,0.9057338716870422,0.13311448027113865
ink_density,0.7562317752639134,-0.06650563669041819
height,0.7500577419943255,0.05019937644034179
std_slant,0.7168094658333956,0.19293882470167525
straightness,0.6614543683288322,0.14912360415420178
path_length,0.6018462636108709,-0.07364581219090077
median_speed,0.5891438882520508,0.12420298865622556
pen_up_path_length,0.540306335081522,-0.424335691591113
mean_slant,0.4551667844320227,-0.02584681926702225
