feature,mean_abs_shap,signed_mean_shap,task,model,target
mean_slant,0.0311019577160806,0.017317709896508944,house,Gradient Boosting,TOTAL_DASS
F4_stroke_count,0.026798068686453617,0.007977274815540742,house,Gradient Boosting,TOTAL_DASS
height,0.19898516928327156,-0.007326167607959099,house,Gradient Boosting,depression
ink_density,0.15464329427019438,0.045544516571713246,house,Gradient Boosting,depression
abs_mean_slant,0.14988440892393126,-0.02116509682841873,house,Gradient Boosting,depression
std_slant,0.11991929899092045,0.02430311469343264,house,Gradient Boosting,depression
pen_up_ratio,0.09761777377137736,-0.007073740401179634,house,Gradient Boosting,depression
F1_in_air_time,0.08773400320331796,0.016980316689474934,house,Gradient Boosting,depression
direction_concentration,0.07994530000548629,-0.025257736025261053,house,Gradient Boosting,depression
pen_up_path_length,0.05986314652606133,0.014488899203785491,house,Gradient Boosting,depression
F4_stroke_count,0.04916037525464857,0.004712254097351533,house,Gradient Boosting,depression
stop_ratio,0.04569712102373361,-0.004914871214663766,house,Gradient Boosting,depression
mean_pressure,0.041921006856648756,-0.0069250447250669735,house,Gradient Boosting,depression
aspect_ratio,0.03473190565072268,-0.006565900075165638,house,Gradient Boosting,depression
duty_cycle,0.03094409399749966,0.01486424191406069,house,Gradient Boosting,depression
straightness,0.023701115881543437,0.01506261331225479,house,Gradient Boosting,depression
F3_total_time,0.02254037450775078,0.002135147295424027,house,Gradient Boosting,depression
median_pen_up_speed,0.020945454085852612,-0.007018073736303227,house,Gradient Boosting,depression
dominant_angle,0.012211671643563852,0.0035821712501400644,house,Gradient Boosting,depression
path_length,0.012102893595464577,-0.0007086594571363808,house,Gradient Boosting,depression
p95_pen_up_speed,0.008657312808720152,-0.000566157247066746,house,Gradient Boosting,depression
F2_on_paper_time,0.007101273862935782,-0.007101273862935782,house,Gradient Boosting,depression
pen_up_ratio,0.36495846830239304,-0.009296173986968024,house,Gradient Boosting,stress
p95_pen_up_speed,0.15929485682270056,0.04322253681375962,house,Gradient Boosting,stress
height,0.147175953446475,-0.020109596910851766,house,Gradient Boosting,stress
F1_in_air_time,0.13309158680079441,0.043771211232593914,house,Gradient Boosting,stress
duty_cycle,0.09634607418387592,0.02432782498050736,house,Gradient Boosting,stress
dominant_angle,0.08467712925626558,0.004088577667363804,house,Gradient Boosting,stress
median_acceleration,0.08356978183349904,0.015479703025934207,house,Gradient Boosting,stress
mean_slant,0.06877679133852213,0.0029849345694098095,house,Gradient Boosting,stress
stop_ratio,0.054065107104135604,-0.004807890013641633,house,Gradient Boosting,stress
direction_concentration,0.049067500976536685,0.015367196027059393,house,Gradient Boosting,stress
mean_pressure,0.048372935277416894,-0.003537086994692099,house,Gradient Boosting,stress
pen_up_path_length,0.046255835520858476,0.016358135610195303,house,Gradient Boosting,stress
F2_on_paper_time,0.03147413378761515,0.012408761716089992,house,Gradient Boosting,stress
median_pen_up_speed,0.02965507897191473,0.0044490573682399,house,Gradient Boosting,stress
ink_density,0.02843700541416128,0.0016162253495872493,house,Gradient Boosting,stress
aspect_ratio,0.027766123736628293,-0.006172754852348154,house,Gradient Boosting,stress
std_slant,0.019128454603992612,-0.0028896201778902215,house,Gradient Boosting,stress
abs_mean_slant,0.018653395445838116,0.002892505686385623,house,Gradient Boosting,stress
F4_stroke_count,0.017948153409935122,0.002556443812964504,house,Gradient Boosting,stress
p95_speed,0.017003566381114055,0.0040774111282872744,house,Gradient Boosting,stress
height,0.22803415775050426,-0.02830910701494196,house,Gradient Boosting,anxiety
duty_cycle,0.12251503885109248,0.056458064647435385,house,Gradient Boosting,anxiety
F1_in_air_time,0.11813853188743025,0.02538792307780796,house,Gradient Boosting,anxiety
pen_up_ratio,0.08302016889144587,-0.013699218743717113,house,Gradient Boosting,anxiety
aspect_ratio,0.07924783667984109,-0.07924783667984109,house,Gradient Boosting,anxiety
stop_ratio,0.06494815451593834,-0.027727360034077633,house,Gradient Boosting,anxiety
p95_pen_up_speed,0.055255548657404154,0.002188584609742649,house,Gradient Boosting,anxiety
mean_pressure,0.047117236037302876,-0.019188561278158607,house,Gradient Boosting,anxiety
abs_mean_slant,0.031394982399837214,0.009405000879853341,house,Gradient Boosting,anxiety
direction_concentration,0.03115934944192968,0.0062234596132988,house,Gradient Boosting,anxiety
path_length,0.026300322527677198,0.011959322658412494,house,Gradient Boosting,anxiety
F3_total_time,0.02626491403113042,-0.0027543565334872478,house,Gradient Boosting,anxiety
F4_stroke_count,0.01752505828067077,0.0013966497015551749,house,Gradient Boosting,anxiety
pen_up_path_length,0.017265320710951913,-0.0004736635990215281,house,Gradient Boosting,anxiety
dominant_angle,0.016278407173688506,0.00063844476327638,house,Gradient Boosting,anxiety
median_speed,0.014540279357292555,-0.001145517692210146,house,Gradient Boosting,anxiety
std_slant,0.013352622216051182,-0.0013318545430758358,house,Gradient Boosting,anxiety
mean_slant,0.0022491857879398513,-0.00035513459809576617,house,Gradient Boosting,anxiety
median_pen_up_speed,0.002185398982238326,0.0009201679925214007,house,Gradient Boosting,anxiety
straightness,0.0006843099678370475,-0.0002631961414757874,house,Gradient Boosting,anxiety
height,0.2491537702214042,-0.012682995776017437,house,Gradient Boosting,depression
abs_mean_slant,0.20564330292898483,-0.027454407830454147,house,Gradient Boosting,depression
ink_density,0.19091343760891458,0.06642183096235378,house,Gradient Boosting,depression
direction_concentration,0.12039239443173805,-0.021055191813989398,house,Gradient Boosting,depression
std_slant,0.11677850046738526,0.030852539856732534,house,Gradient Boosting,depression
mean_pressure,0.10530027986080878,-0.019936442663636304,house,Gradient Boosting,depression
pen_up_ratio,0.09293771171039546,-0.015200620546294478,house,Gradient Boosting,depression
F1_in_air_time,0.07529793435730009,0.011580493924242732,house,Gradient Boosting,depression
pen_up_path_length,0.06627008784988836,0.013784299909287034,house,Gradient Boosting,depression
F4_stroke_count,0.06495409687422792,0.017727157435897353,house,Gradient Boosting,depression
duty_cycle,0.05095290297298124,0.019528167758778185,house,Gradient Boosting,depression
straightness,0.0425514227958681,-0.010481983857678649,house,Gradient Boosting,depression
aspect_ratio,0.04067165170316949,-0.011322548584110083,house,Gradient Boosting,depression
median_pen_up_speed,0.036675024898453076,-0.01517786143727554,house,Gradient Boosting,depression
dominant_angle,0.030627520719281133,-0.0072065455994244415,house,Gradient Boosting,depression
path_length,0.030464696053359108,0.016229017017891485,house,Gradient Boosting,depression
stop_ratio,0.0291454456939199,-0.002452233803655922,house,Gradient Boosting,depression
F3_total_time,0.02360239208739571,0.0003877839251354068,house,Gradient Boosting,depression
p95_speed,0.02327436031570969,0.002732533797745332,house,Gradient Boosting,depression
median_speed,0.022503125570741626,-0.004952544248122964,house,Gradient Boosting,depression
height,0.22803415775050426,-0.02830910701494196,house,Gradient Boosting,anxiety
duty_cycle,0.12251503885109248,0.056458064647435385,house,Gradient Boosting,anxiety
F1_in_air_time,0.11813853188743025,0.02538792307780796,house,Gradient Boosting,anxiety
pen_up_ratio,0.08302016889144587,-0.013699218743717113,house,Gradient Boosting,anxiety
aspect_ratio,0.07924783667984109,-0.07924783667984109,house,Gradient Boosting,anxiety
stop_ratio,0.06494815451593834,-0.027727360034077633,house,Gradient Boosting,anxiety
p95_pen_up_speed,0.055255548657404154,0.002188584609742649,house,Gradient Boosting,anxiety
mean_pressure,0.047117236037302876,-0.019188561278158607,house,Gradient Boosting,anxiety
abs_mean_slant,0.031394982399837214,0.009405000879853341,house,Gradient Boosting,anxiety
direction_concentration,0.03115934944192968,0.0062234596132988,house,Gradient Boosting,anxiety
path_length,0.026300322527677198,0.011959322658412494,house,Gradient Boosting,anxiety
F3_total_time,0.02626491403113042,-0.0027543565334872478,house,Gradient Boosting,anxiety
F4_stroke_count,0.01752505828067077,0.0013966497015551749,house,Gradient Boosting,anxiety
pen_up_path_length,0.017265320710951913,-0.0004736635990215281,house,Gradient Boosting,anxiety
dominant_angle,0.016278407173688506,0.00063844476327638,house,Gradient Boosting,anxiety
median_speed,0.014540279357292555,-0.001145517692210146,house,Gradient Boosting,anxiety
std_slant,0.013352622216051182,-0.0013318545430758358,house,Gradient Boosting,anxiety
mean_slant,0.0022491857879398513,-0.00035513459809576617,house,Gradient Boosting,anxiety
median_pen_up_speed,0.002185398982238326,0.0009201679925214007,house,Gradient Boosting,anxiety
straightness,0.0006843099678370475,-0.0002631961414757874,house,Gradient Boosting,anxiety
pen_up_ratio,0.36495846830239304,-0.009296173986968024,house,Gradient Boosting,stress
p95_pen_up_speed,0.15929485682270056,0.04322253681375962,house,Gradient Boosting,stress
height,0.147175953446475,-0.020109596910851766,house,Gradient Boosting,stress
F1_in_air_time,0.13309158680079441,0.043771211232593914,house,Gradient Boosting,stress
duty_cycle,0.09634607418387592,0.02432782498050736,house,Gradient Boosting,stress
dominant_angle,0.08467712925626558,0.004088577667363804,house,Gradient Boosting,stress
median_acceleration,0.08356978183349904,0.015479703025934207,house,Gradient Boosting,stress
mean_slant,0.06877679133852213,0.0029849345694098095,house,Gradient Boosting,stress
stop_ratio,0.054065107104135604,-0.004807890013641633,house,Gradient Boosting,stress
direction_concentration,0.049067500976536685,0.015367196027059393,house,Gradient Boosting,stress
mean_pressure,0.048372935277416894,-0.003537086994692099,house,Gradient Boosting,stress
pen_up_path_length,0.046255835520858476,0.016358135610195303,house,Gradient Boosting,stress
F2_on_paper_time,0.03147413378761515,0.012408761716089992,house,Gradient Boosting,stress
median_pen_up_speed,0.02965507897191473,0.0044490573682399,house,Gradient Boosting,stress
ink_density,0.02843700541416128,0.0016162253495872493,house,Gradient Boosting,stress
aspect_ratio,0.027766123736628293,-0.006172754852348154,house,Gradient Boosting,stress
std_slant,0.019128454603992612,-0.0028896201778902215,house,Gradient Boosting,stress
abs_mean_slant,0.018653395445838116,0.002892505686385623,house,Gradient Boosting,stress
F4_stroke_count,0.017948153409935122,0.002556443812964504,house,Gradient Boosting,stress
p95_speed,0.017003566381114055,0.0040774111282872744,house,Gradient Boosting,stress
mean_pressure,1.863869747185479,-0.3283198671571292,cursive_writing,Linear Regression,TOTAL_DASS
F2_on_paper_time,1.6512872248082817,0.5181291577169387,cursive_writing,Linear Regression,TOTAL_DASS
duty_cycle,1.6224438998659485,0.6726226734179795,cursive_writing,Linear Regression,TOTAL_DASS
direction_concentration,1.4106865956131052,0.09780859716568632,cursive_writing,Linear Regression,TOTAL_DASS
stop_ratio,1.3300447558515993,-0.4304276451288654,cursive_writing,Linear Regression,TOTAL_DASS
median_acceleration,1.2944067895179772,-0.2116617637908494,cursive_writing,Linear Regression,TOTAL_DASS
dominant_angle,1.2316190906646514,0.09851001429739793,cursive_writing,Linear Regression,TOTAL_DASS
pen_up_ratio,1.1973449300170893,-0.7267961443468008,cursive_writing,Linear Regression,TOTAL_DASS
p95_pen_up_speed,1.1655775700421587,0.18286735337949714,cursive_writing,Linear Regression,TOTAL_DASS
F1_in_air_time,1.1455035063019297,-0.04026990275107435,cursive_writing,Linear Regression,TOTAL_DASS
p95_speed,1.0946257535759212,-0.2876645009825409,cursive_writing,Linear Regression,TOTAL_DASS
width,1.0237537996911823,0.53811150432353,cursive_writing,Linear Regression,TOTAL_DASS
aspect_ratio,1.01719931660679,0.526504936242615,cursive_writing,Linear Regression,TOTAL_DASS
F3_total_time,1.0099393683674271,0.08796031374852506,cursive_writing,Linear Regression,TOTAL_DASS
F4_stroke_count,1.0045662186400055,-0.5875885851876628,cursive_writing,Linear Regression,TOTAL_DASS
abs_mean_slant,0.9879472460537304,0.26735547752950484,cursive_writing,Linear Regression,TOTAL_DASS
median_pen_up_speed,0.9057338716870422,0.13311448027113865,cursive_writing,Linear Regression,TOTAL_DASS
ink_density,0.7562317752639134,-0.06650563669041819,cursive_writing,Linear Regression,TOTAL_DASS
height,0.7500577419943255,0.05019937644034179,cursive_writing,Linear Regression,TOTAL_DASS
std_slant,0.7168094658333956,0.19293882470167525,cursive_writing,Linear Regression,TOTAL_DASS
direction_concentration,0.5846505831685906,0.11499885075353064,cursive_writing,Linear Regression,depression
mean_pressure,0.500681607238577,-0.003703929538159059,cursive_writing,Linear Regression,depression
dominant_angle,0.485709213143663,0.04555617368138187,cursive_writing,Linear Regression,depression
duty_cycle,0.47159443471906914,0.20427558843884724,cursive_writing,Linear Regression,depression
F2_on_paper_time,0.4461503152163405,0.17968590074485696,cursive_writing,Linear Regression,depression
median_acceleration,0.41853492502660583,-0.07838807721634994,cursive_writing,Linear Regression,depression
p95_pen_up_speed,0.3652295649723156,0.10680840260351447,cursive_writing,Linear Regression,depression
F4_stroke_count,0.3543912286216635,-0.20223711077585418,cursive_writing,Linear Regression,depression
std_slant,0.3217378095659185,0.018922644497451544,cursive_writing,Linear Regression,depression
aspect_ratio,0.31686559251386603,0.14687025956156471,cursive_writing,Linear Regression,depression
width,0.3118238899792824,0.14161252267376814,cursive_writing,Linear Regression,depression
pen_up_ratio,0.3099883923031357,-0.20517327217368206,cursive_writing,Linear Regression,depression
abs_mean_slant,0.30771430021253493,0.008701550114323815,cursive_writing,Linear Regression,depression
stop_ratio,0.30281746090194334,-0.022671979718100806,cursive_writing,Linear Regression,depression
F1_in_air_time,0.29683143591081235,0.03909739179290098,cursive_writing,Linear Regression,depression
median_pen_up_speed,0.2891472367868581,0.07273205415726416,cursive_writing,Linear Regression,depression
F3_total_time,0.28887793759737446,0.07768630526066991,cursive_writing,Linear Regression,depression
p95_speed,0.27585925411962403,-0.10015098720291654,cursive_writing,Linear Regression,depression
straightness,0.26595509132521744,0.06492646997673766,cursive_writing,Linear Regression,depression
ink_density,0.23295979683459825,0.035069496579169815,cursive_writing,Linear Regression,depression
mean_pressure,0.8354353662969035,-0.19213319522021075,cursive_writing,Linear Regression,stress
F2_on_paper_time,0.7898426324232143,0.18612719109861986,cursive_writing,Linear Regression,stress
duty_cycle,0.7280773265303944,0.2934984298782481,cursive_writing,Linear Regression,stress
stop_ratio,0.7182601870884201,-0.28727131256875504,cursive_writing,Linear Regression,stress
direction_concentration,0.5734553839092714,-0.042323467360635456,cursive_writing,Linear Regression,stress
pen_up_ratio,0.5712760073033064,-0.314020466529939,cursive_writing,Linear Regression,stress
p95_speed,0.564935075126874,-0.1163215198389684,cursive_writing,Linear Regression,stress
F1_in_air_time,0.5627652490063396,-0.08845988601951241,cursive_writing,Linear Regression,stress
median_acceleration,0.5307410932589833,-0.09743882195975109,cursive_writing,Linear Regression,stress
p95_pen_up_speed,0.5239184062126061,0.030631059292299947,cursive_writing,Linear Regression,stress
height,0.47132405885591866,0.08610653919159003,cursive_writing,Linear Regression,stress
F3_total_time,0.4712348933866484,-0.03419503954990952,cursive_writing,Linear Regression,stress
median_pen_up_speed,0.46216318595117545,0.03581860419990043,cursive_writing,Linear Regression,stress
F4_stroke_count,0.4600638894133292,-0.20560873799180923,cursive_writing,Linear Regression,stress
dominant_angle,0.44416546336047696,0.023963362477376234,cursive_writing,Linear Regression,stress
width,0.40826296931186223,0.24750955992964888,cursive_writing,Linear Regression,stress
abs_mean_slant,0.40460141770655367,0.18811873369255935,cursive_writing,Linear Regression,stress
aspect_ratio,0.3910269185633969,0.23389802443711863,cursive_writing,Linear Regression,stress
ink_density,0.34151159733426695,-0.07690126700775554,cursive_writing,Linear Regression,stress
median_speed,0.3346567538954315,0.08871381628051314,cursive_writing,Linear Regression,stress
mean_pressure,0.7530301954633707,-0.13248274239875935,cursive_writing,Linear Regression,anxiety
F2_on_paper_time,0.50709943596399,0.15231606587346172,cursive_writing,Linear Regression,anxiety
duty_cycle,0.4424448868143701,0.174848655100884,cursive_writing,Linear Regression,anxiety
median_acceleration,0.3801961103001152,-0.035834864614748434,cursive_writing,Linear Regression,anxiety
stop_ratio,0.3797343125979692,-0.12048435284200956,cursive_writing,Linear Regression,anxiety
p95_speed,0.3783303246223983,-0.071191993940656,cursive_writing,Linear Regression,anxiety
pen_up_ratio,0.3768848849421404,-0.20760240564317956,cursive_writing,Linear Regression,anxiety
direction_concentration,0.35964606390054676,0.02513321377279108,cursive_writing,Linear Regression,anxiety
p95_pen_up_speed,0.3568046221771003,0.04542789148368271,cursive_writing,Linear Regression,anxiety
dominant_angle,0.3460557101157814,0.02899047813864001,cursive_writing,Linear Regression,anxiety
width,0.3351573942835288,0.14898942172011292,cursive_writing,Linear Regression,anxiety
aspect_ratio,0.33480486586622504,0.14573665224393162,cursive_writing,Linear Regression,anxiety
F1_in_air_time,0.3192593035444151,0.009092591475537067,cursive_writing,Linear Regression,anxiety
abs_mean_slant,0.2998614504766708,0.07053519372262179,cursive_writing,Linear Regression,anxiety
F4_stroke_count,0.29829957077531655,-0.1797427364199993,cursive_writing,Linear Regression,anxiety
F3_total_time,0.29588250975385233,0.04446904803776468,cursive_writing,Linear Regression,anxiety
height,0.2799803577717106,0.011680884640849374,cursive_writing,Linear Regression,anxiety
mean_slant,0.2707649990677052,0.014705894606749165,cursive_writing,Linear Regression,anxiety
median_pen_up_speed,0.26190921625730795,0.024563821913973976,cursive_writing,Linear Regression,anxiety
std_slant,0.24510865086538425,0.054348990103025616,cursive_writing,Linear Regression,anxiety
direction_concentration,0.5846505831685906,0.11499885075353064,cursive_writing,Linear Regression,depression
mean_pressure,0.500681607238577,-0.003703929538159059,cursive_writing,Linear Regression,depression
dominant_angle,0.485709213143663,0.04555617368138187,cursive_writing,Linear Regression,depression
duty_cycle,0.47159443471906914,0.20427558843884724,cursive_writing,Linear Regression,depression
F2_on_paper_time,0.4461503152163405,0.17968590074485696,cursive_writing,Linear Regression,depression
median_acceleration,0.41853492502660583,-0.07838807721634994,cursive_writing,Linear Regression,depression
p95_pen_up_speed,0.3652295649723156,0.10680840260351447,cursive_writing,Linear Regression,depression
F4_stroke_count,0.3543912286216635,-0.20223711077585418,cursive_writing,Linear Regression,depression
std_slant,0.3217378095659185,0.018922644497451544,cursive_writing,Linear Regression,depression
aspect_ratio,0.31686559251386603,0.14687025956156471,cursive_writing,Linear Regression,depression
width,0.3118238899792824,0.14161252267376814,cursive_writing,Linear Regression,depression
pen_up_ratio,0.3099883923031357,-0.20517327217368206,cursive_writing,Linear Regression,depression
abs_mean_slant,0.30771430021253493,0.008701550114323815,cursive_writing,Linear Regression,depression
stop_ratio,0.30281746090194334,-0.022671979718100806,cursive_writing,Linear Regression,depression
F1_in_air_time,0.29683143591081235,0.03909739179290098,cursive_writing,Linear Regression,depression
median_pen_up_speed,0.2891472367868581,0.07273205415726416,cursive_writing,Linear Regression,depression
F3_total_time,0.28887793759737446,0.07768630526066991,cursive_writing,Linear Regression,depression
p95_speed,0.27585925411962403,-0.10015098720291654,cursive_writing,Linear Regression,depression
straightness,0.26595509132521744,0.06492646997673766,cursive_writing,Linear Regression,depression
ink_density,0.23295979683459825,0.035069496579169815,cursive_writing,Linear Regression,depression
mean_pressure,0.7530301954633707,-0.13248274239875935,cursive_writing,Linear Regression,anxiety
F2_on_paper_time,0.50709943596399,0.15231606587346172,cursive_writing,Linear Regression,anxiety
duty_cycle,0.4424448868143701,0.174848655100884,cursive_writing,Linear Regression,anxiety
median_acceleration,0.3801961103001152,-0.035834864614748434,cursive_writing,Linear Regression,anxiety
stop_ratio,0.3797343125979692,-0.12048435284200956,cursive_writing,Linear Regression,anxiety
p95_speed,0.3783303246223983,-0.071191993940656,cursive_writing,Linear Regression,anxiety
pen_up_ratio,0.3768848849421404,-0.20760240564317956,cursive_writing,Linear Regression,anxiety
direction_concentration,0.35964606390054676,0.02513321377279108,cursive_writing,Linear Regression,anxiety
p95_pen_up_speed,0.3568046221771003,0.04542789148368271,cursive_writing,Linear Regression,anxiety
dominant_angle,0.3460557101157814,0.02899047813864001,cursive_writing,Linear Regression,anxiety
width,0.3351573942835288,0.14898942172011292,cursive_writing,Linear Regression,anxiety
aspect_ratio,0.33480486586622504,0.14573665224393162,cursive_writing,Linear Regression,anxiety
F1_in_air_time,0.3192593035444151,0.009092591475537067,cursive_writing,Linear Regression,anxiety
abs_mean_slant,0.2998614504766708,0.07053519372262179,cursive_writing,Linear Regression,anxiety
F4_stroke_count,0.29829957077531655,-0.1797427364199993,cursive_writing,Linear Regression,anxiety
F3_total_time,0.29588250975385233,0.04446904803776468,cursive_writing,Linear Regression,anxiety
height,0.2799803577717106,0.011680884640849374,cursive_writing,Linear Regression,anxiety
mean_slant,0.2707649990677052,0.014705894606749165,cursive_writing,Linear Regression,anxiety
median_pen_up_speed,0.26190921625730795,0.024563821913973976,cursive_writing,Linear Regression,anxiety
std_slant,0.24510865086538425,0.054348990103025616,cursive_writing,Linear Regression,anxiety
mean_pressure,0.8354353662969035,-0.19213319522021075,cursive_writing,Linear Regression,stress
F2_on_paper_time,0.7898426324232143,0.18612719109861986,cursive_writing,Linear Regression,stress
duty_cycle,0.7280773265303944,0.2934984298782481,cursive_writing,Linear Regression,stress
stop_ratio,0.7182601870884201,-0.28727131256875504,cursive_writing,Linear Regression,stress
direction_concentration,0.5734553839092714,-0.042323467360635456,cursive_writing,Linear Regression,stress
pen_up_ratio,0.5712760073033064,-0.314020466529939,cursive_writing,Linear Regression,stress
p95_speed,0.564935075126874,-0.1163215198389684,cursive_writing,Linear Regression,stress
F1_in_air_time,0.5627652490063396,-0.08845988601951241,cursive_writing,Linear Regression,stress
median_acceleration,0.5307410932589833,-0.09743882195975109,cursive_writing,Linear Regression,stress
p95_pen_up_speed,0.5239184062126061,0.030631059292299947,cursive_writing,Linear Regression,stress
height,0.47132405885591866,0.08610653919159003,cursive_writing,Linear Regression,stress
F3_total_time,0.4712348933866484,-0.03419503954990952,cursive_writing,Linear Regression,stress
median_pen_up_speed,0.46216318595117545,0.03581860419990043,cursive_writing,Linear Regression,stress
F4_stroke_count,0.4600638894133292,-0.20560873799180923,cursive_writing,Linear Regression,stress
dominant_angle,0.44416546336047696,0.023963362477376234,cursive_writing,Linear Regression,stress
width,0.40826296931186223,0.24750955992964888,cursive_writing,Linear Regression,stress
abs_mean_slant,0.40460141770655367,0.18811873369255935,cursive_writing,Linear Regression,stress
aspect_ratio,0.3910269185633969,0.23389802443711863,cursive_writing,Linear Regression,stress
ink_density,0.34151159733426695,-0.07690126700775554,cursive_writing,Linear Regression,stress
median_speed,0.3346567538954315,0.08871381628051314,cursive_writing,Linear Regression,stress
duty_cycle,0.6527344470017573,0.27394991564016463,cursive_writing,Ridge Regression,TOTAL_DASS
F1_in_air_time,0.5676892621540583,-0.11786987119418744,cursive_writing,Ridge Regression,TOTAL_DASS
stop_ratio,0.5620930687583761,-0.18258541497673336,cursive_writing,Ridge Regression,TOTAL_DASS
F3_total_time,0.5473444431976363,-0.08943464157462011,cursive_writing,Ridge Regression,TOTAL_DASS
median_pen_up_speed,0.531880158989286,0.12535562365633662,cursive_writing,Ridge Regression,TOTAL_DASS
F2_on_paper_time,0.5119238547814232,0.06435055574913653,cursive_writing,Ridge Regression,TOTAL_DASS
median_acceleration,0.5103345710985865,-0.08549121507039043,cursive_writing,Ridge Regression,TOTAL_DASS
mean_pressure,0.4955883529281379,-0.06338164311228674,cursive_writing,Ridge Regression,TOTAL_DASS
p95_pen_up_speed,0.48954719464754387,0.12202363059193819,cursive_writing,Ridge Regression,TOTAL_DASS
pen_up_ratio,0.4740218088196215,-0.27191565667529766,cursive_writing,Ridge Regression,TOTAL_DASS
dominant_angle,0.42612063489525853,-0.10442078130530318,cursive_writing,Ridge Regression,TOTAL_DASS
median_speed,0.41861270750806806,0.09977566604671305,cursive_writing,Ridge Regression,TOTAL_DASS
p95_speed,0.4180355992075833,0.02730607715010058,cursive_writing,Ridge Regression,TOTAL_DASS
F4_stroke_count,0.41050699863560686,-0.2542577913261862,cursive_writing,Ridge Regression,TOTAL_DASS
abs_mean_slant,0.39471545354801313,0.06591198697822102,cursive_writing,Ridge Regression,TOTAL_DASS
width,0.3698707262310805,0.17095703669629286,cursive_writing,Ridge Regression,TOTAL_DASS
direction_concentration,0.36960322930360767,-0.017015814031948726,cursive_writing,Ridge Regression,TOTAL_DASS
aspect_ratio,0.3613947748584228,0.15925599622957723,cursive_writing,Ridge Regression,TOTAL_DASS
ink_density,0.33299040244562605,-0.15677285477616726,cursive_writing,Ridge Regression,TOTAL_DASS
pen_up_path_length,0.3165064273943062,-0.17034377889350788,cursive_writing,Ridge Regression,TOTAL_DASS
duty_cycle,0.15506473781533142,0.07487029582780481,cursive_writing,Ridge Regression,depression
dominant_angle,0.14449038022963115,-0.02375942599546321,cursive_writing,Ridge Regression,depression
p95_pen_up_speed,0.1412318224391634,0.04312845650797286,cursive_writing,Ridge Regression,depression
direction_concentration,0.13583401466837491,0.028262207278913952,cursive_writing,Ridge Regression,depression
abs_mean_slant,0.13314961860257032,-0.019526290157561108,cursive_writing,Ridge Regression,depression
median_acceleration,0.12869950366124466,-0.013397138619531854,cursive_writing,Ridge Regression,depression
F2_on_paper_time,0.1272203990895253,0.042403302650862514,cursive_writing,Ridge Regression,depression
mean_pressure,0.12710757597922948,0.008784527372722522,cursive_writing,Ridge Regression,depression
median_pen_up_speed,0.12593065715086443,0.033269672658708394,cursive_writing,Ridge Regression,depression
std_slant,0.12483375180033611,-0.019504068858145603,cursive_writing,Ridge Regression,depression
width,0.12301129099239333,0.04165524695419533,cursive_writing,Ridge Regression,depression
F4_stroke_count,0.12246071795827439,-0.0838727810242169,cursive_writing,Ridge Regression,depression
aspect_ratio,0.12136022299271153,0.040308013591491484,cursive_writing,Ridge Regression,depression
straightness,0.11978552191896252,0.015443354707659205,cursive_writing,Ridge Regression,depression
path_length,0.11922149921920311,-0.007502549909009417,cursive_writing,Ridge Regression,depression
F1_in_air_time,0.1173072077707351,-0.01019715586979385,cursive_writing,Ridge Regression,depression
F3_total_time,0.11532319475535788,0.001062007973852117,cursive_writing,Ridge Regression,depression
pen_up_path_length,0.11482928633527595,-0.04036476937289603,cursive_writing,Ridge Regression,depression
p95_speed,0.10368557858433264,-0.004269607398208495,cursive_writing,Ridge Regression,depression
pen_up_ratio,0.10214310500703666,-0.07081295978321266,cursive_writing,Ridge Regression,depression
duty_cycle,0.3408112562628766,0.13051067707930727,cursive_writing,Ridge Regression,stress
stop_ratio,0.3148328953399299,-0.125698411280789,cursive_writing,Ridge Regression,stress
F1_in_air_time,0.30477710624361853,-0.08534360407805258,cursive_writing,Ridge Regression,stress
F3_total_time,0.2945286716626944,-0.0760184902924669,cursive_writing,Ridge Regression,stress
median_pen_up_speed,0.28661703000336375,0.06464691806615035,cursive_writing,Ridge Regression,stress
pen_up_ratio,0.26240226820707424,-0.1263375890799027,cursive_writing,Ridge Regression,stress
F2_on_paper_time,0.2538888291374834,-0.0005592558770671723,cursive_writing,Ridge Regression,stress
median_acceleration,0.2520016708438622,-0.058538324266304675,cursive_writing,Ridge Regression,stress
p95_pen_up_speed,0.24249069541162496,0.04872269068663393,cursive_writing,Ridge Regression,stress
median_speed,0.23540641880298113,0.06939048287895569,cursive_writing,Ridge Regression,stress
p95_speed,0.2278652754339433,0.02262721892741066,cursive_writing,Ridge Regression,stress
mean_pressure,0.21940029651474482,-0.040986198658054196,cursive_writing,Ridge Regression,stress
F4_stroke_count,0.2089313334466557,-0.09617210025179455,cursive_writing,Ridge Regression,stress
dominant_angle,0.20068555959458237,-0.05546299914812664,cursive_writing,Ridge Regression,stress
direction_concentration,0.18618259558102596,-0.04201122665299751,cursive_writing,Ridge Regression,stress
height,0.18039829327123716,0.04644944055649347,cursive_writing,Ridge Regression,stress
pen_up_path_length,0.17236818804952922,-0.08357650949616782,cursive_writing,Ridge Regression,stress
ink_density,0.16722139214054751,-0.0828191636083188,cursive_writing,Ridge Regression,stress
abs_mean_slant,0.16075757306270408,0.07040572368254212,cursive_writing,Ridge Regression,stress
width,0.13620865241297894,0.08135164616578787,cursive_writing,Ridge Regression,stress
mean_pressure,0.22342829336615258,-0.031179971826955095,cursive_writing,Ridge Regression,anxiety
