feature,mean_abs_shap,signed_mean_shap,task,model,target
F3_total_time,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
F4_stroke_count,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
duty_cycle,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
path_length,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
median_acceleration,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
median_speed,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
p95_speed,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
stop_ratio,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
straightness,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
dominant_angle,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
direction_concentration,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
mean_pressure,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
width,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
height,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
aspect_ratio,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
ink_density,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
mean_slant,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
std_slant,0.0,0.0,pentagon,Elastic Net,TOTAL_DASS
F1_in_air_time,0.0,0.0,pentagon,Elastic Net,depression
F2_on_paper_time,0.0,0.0,pentagon,Elastic Net,depression
F3_total_time,0.0,0.0,pentagon,Elastic Net,depression
F4_stroke_count,0.0,0.0,pentagon,Elastic Net,depression
duty_cycle,0.0,0.0,pentagon,Elastic Net,depression
path_length,0.0,0.0,pentagon,Elastic Net,depression
median_acceleration,0.0,0.0,pentagon,Elastic Net,depression
median_speed,0.0,0.0,pentagon,Elastic Net,depression
p95_speed,0.0,0.0,pentagon,Elastic Net,depression
stop_ratio,0.0,0.0,pentagon,Elastic Net,depression
straightness,0.0,0.0,pentagon,Elastic Net,depression
dominant_angle,0.0,0.0,pentagon,Elastic Net,depression
direction_concentration,0.0,0.0,pentagon,Elastic Net,depression
mean_pressure,0.0,0.0,pentagon,Elastic Net,depression
width,0.0,0.0,pentagon,Elastic Net,depression
height,0.0,0.0,pentagon,Elastic Net,depression
aspect_ratio,0.0,0.0,pentagon,Elastic Net,depression
ink_density,0.0,0.0,pentagon,Elastic Net,depression
mean_slant,0.0,0.0,pentagon,Elastic Net,depression
std_slant,0.0,0.0,pentagon,Elastic Net,depression
F1_in_air_time,0.0,0.0,pentagon,Elastic Net,stress
F2_on_paper_time,0.0,0.0,pentagon,Elastic Net,stress
F3_total_time,0.0,0.0,pentagon,Elastic Net,stress
F4_stroke_count,0.0,0.0,pentagon,Elastic Net,stress
duty_cycle,0.0,0.0,pentagon,Elastic Net,stress
path_length,0.0,0.0,pentagon,Elastic Net,stress
median_acceleration,0.0,0.0,pentagon,Elastic Net,stress
median_speed,0.0,0.0,pentagon,Elastic Net,stress
p95_speed,0.0,0.0,pentagon,Elastic Net,stress
stop_ratio,0.0,0.0,pentagon,Elastic Net,stress
straightness,0.0,0.0,pentagon,Elastic Net,stress
dominant_angle,0.0,0.0,pentagon,Elastic Net,stress
direction_concentration,0.0,0.0,pentagon,Elastic Net,stress
mean_pressure,0.0,0.0,pentagon,Elastic Net,stress
width,0.0,0.0,pentagon,Elastic Net,stress
height,0.0,0.0,pentagon,Elastic Net,stress
aspect_ratio,0.0,0.0,pentagon,Elastic Net,stress
ink_density,0.0,0.0,pentagon,Elastic Net,stress
mean_slant,0.0,0.0,pentagon,Elastic Net,stress
std_slant,0.0,0.0,pentagon,Elastic Net,stress
F1_in_air_time,0.0,0.0,pentagon,Elastic Net,anxiety
F2_on_paper_time,0.0,0.0,pentagon,Elastic Net,anxiety
F3_total_time,0.0,0.0,pentagon,Elastic Net,anxiety
F4_stroke_count,0.0,0.0,pentagon,Elastic Net,anxiety
duty_cycle,0.0,0.0,pentagon,Elastic Net,anxiety
path_length,0.0,0.0,pentagon,Elastic Net,anxiety
median_acceleration,0.0,0.0,pentagon,Elastic Net,anxiety
median_speed,0.0,0.0,pentagon,Elastic Net,anxiety
p95_speed,0.0,0.0,pentagon,Elastic Net,anxiety
stop_ratio,0.0,0.0,pentagon,Elastic Net,anxiety
straightness,0.0,0.0,pentagon,Elastic Net,anxiety
dominant_angle,0.0,0.0,pentagon,Elastic Net,anxiety
direction_concentration,0.0,0.0,pentagon,Elastic Net,anxiety
mean_pressure,0.0,0.0,pentagon,Elastic Net,anxiety
width,0.0,0.0,pentagon,Elastic Net,anxiety
height,0.0,0.0,pentagon,Elastic Net,anxiety
aspect_ratio,0.0,0.0,pentagon,Elastic Net,anxiety
ink_density,0.0,0.0,pentagon,Elastic Net,anxiety
mean_slant,0.0,0.0,pentagon,Elastic Net,anxiety
std_slant,0.0,0.0,pentagon,Elastic Net,anxiety
F1_in_air_time,0.0,0.0,pentagon,Elastic Net,depression
F2_on_paper_time,0.0,0.0,pentagon,Elastic Net,depression
F3_total_time,0.0,0.0,pentagon,Elastic Net,depression
F4_stroke_count,0.0,0.0,pentagon,Elastic Net,depression
duty_cycle,0.0,0.0,pentagon,Elastic Net,depression
path_length,0.0,0.0,pentagon,Elastic Net,depression
median_acceleration,0.0,0.0,pentagon,Elastic Net,depression
median_speed,0.0,0.0,pentagon,Elastic Net,depression
p95_speed,0.0,0.0,pentagon,Elastic Net,depression
stop_ratio,0.0,0.0,pentagon,Elastic Net,depression
straightness,0.0,0.0,pentagon,Elastic Net,depression
dominant_angle,0.0,0.0,pentagon,Elastic Net,depression
direction_concentration,0.0,0.0,pentagon,Elastic Net,depression
mean_pressure,0.0,0.0,pentagon,Elastic Net,depression
width,0.0,0.0,pentagon,Elastic Net,depression
height,0.0,0.0,pentagon,Elastic Net,depression
aspect_ratio,0.0,0.0,pentagon,Elastic Net,depression
ink_density,0.0,0.0,pentagon,Elastic Net,depression
mean_slant,0.0,0.0,pentagon,Elastic Net,depression
std_slant,0.0,0.0,pentagon,Elastic Net,depression
F1_in_air_time,0.0,0.0,pentagon,Elastic Net,anxiety
F2_on_paper_time,0.0,0.0,pentagon,Elastic Net,anxiety
F3_total_time,0.0,0.0,pentagon,Elastic Net,anxiety
F4_stroke_count,0.0,0.0,pentagon,Elastic Net,anxiety
duty_cycle,0.0,0.0,pentagon,Elastic Net,anxiety
path_length,0.0,0.0,pentagon,Elastic Net,anxiety
median_acceleration,0.0,0.0,pentagon,Elastic Net,anxiety
median_speed,0.0,0.0,pentagon,Elastic Net,anxiety
p95_speed,0.0,0.0,pentagon,Elastic Net,anxiety
stop_ratio,0.0,0.0,pentagon,Elastic Net,anxiety
straightness,0.0,0.0,pentagon,Elastic Net,anxiety
dominant_angle,0.0,0.0,pentagon,Elastic Net,anxiety
direction_concentration,0.0,0.0,pentagon,Elastic Net,anxiety
mean_pressure,0.0,0.0,pentagon,Elastic Net,anxiety
width,0.0,0.0,pentagon,Elastic Net,anxiety
height,0.0,0.0,pentagon,Elastic Net,anxiety
aspect_ratio,0.0,0.0,pentagon,Elastic Net,anxiety
ink_density,0.0,0.0,pentagon,Elastic Net,anxiety
mean_slant,0.0,0.0,pentagon,Elastic Net,anxiety
std_slant,0.0,0.0,pentagon,Elastic Net,anxiety
F1_in_air_time,0.0,0.0,pentagon,Elastic Net,stress
F2_on_paper_time,0.0,0.0,pentagon,Elastic Net,stress
F3_total_time,0.0,0.0,pentagon,Elastic Net,stress
F4_stroke_count,0.0,0.0,pentagon,Elastic Net,stress
duty_cycle,0.0,0.0,pentagon,Elastic Net,stress
path_length,0.0,0.0,pentagon,Elastic Net,stress
median_acceleration,0.0,0.0,pentagon,Elastic Net,stress
median_speed,0.0,0.0,pentagon,Elastic Net,stress
p95_speed,0.0,0.0,pentagon,Elastic Net,stress
stop_ratio,0.0,0.0,pentagon,Elastic Net,stress
straightness,0.0,0.0,pentagon,Elastic Net,stress
dominant_angle,0.0,0.0,pentagon,Elastic Net,stress
direction_concentration,0.0,0.0,pentagon,Elastic Net,stress
mean_pressure,0.0,0.0,pentagon,Elastic Net,stress
width,0.0,0.0,pentagon,Elastic Net,stress
height,0.0,0.0,pentagon,Elastic Net,stress
aspect_ratio,0.0,0.0,pentagon,Elastic Net,stress
ink_density,0.0,0.0,pentagon,Elastic Net,stress
mean_slant,0.0,0.0,pentagon,Elastic Net,stress
std_slant,0.0,0.0,pentagon,Elastic Net,stress
F2_on_paper_time,1.7947977673288529,-0.8034800668277526,pentagon,Random Forest,TOTAL_DASS
straightness,1.6153513457365696,-0.23834359674411248,pentagon,Random Forest,TOTAL_DASS
height,1.0958532320497585,-0.49303671599953935,pentagon,Random Forest,TOTAL_DASS
ink_density,0.8321373297693243,0.43321082389907334,pentagon,Random Forest,TOTAL_DASS
direction_concentration,0.7337274401252066,-0.2159289980062019,pentagon,Random Forest,TOTAL_DASS
aspect_ratio,0.6047429715822925,0.10183195873868021,pentagon,Random Forest,TOTAL_DASS
abs_mean_slant,0.5968209162548356,-0.21592950591344226,pentagon,Random Forest,TOTAL_DASS
p95_pen_up_speed,0.42422530347175164,0.06437756965352567,pentagon,Random Forest,TOTAL_DASS
F1_in_air_time,0.38850114094327304,0.04674870387980019,pentagon,Random Forest,TOTAL_DASS
width,0.3496965807333861,0.05021075617834063,pentagon,Random Forest,TOTAL_DASS
std_slant,0.34707423573027596,-0.18760821597454796,pentagon,Random Forest,TOTAL_DASS
duty_cycle,0.3462484318471838,0.020593547224548373,pentagon,Random Forest,TOTAL_DASS
median_speed,0.3083093149360847,0.05810128627552025,pentagon,Random Forest,TOTAL_DASS
dominant_angle,0.30435365961034244,0.13681885577968067,pentagon,Random Forest,TOTAL_DASS
mean_pressure,0.26763139172528966,-0.17776153871604197,pentagon,Random Forest,TOTAL_DASS
median_pen_up_speed,0.2671561078376399,-0.012026148199615063,pentagon,Random Forest,TOTAL_DASS
stop_ratio,0.2465226139349338,-0.011696214793445781,pentagon,Random Forest,TOTAL_DASS
pen_up_ratio,0.21436975478367312,0.08176477762972477,pentagon,Random Forest,TOTAL_DASS
pen_up_path_length,0.1593545947884523,-0.0640232791944915,pentagon,Random Forest,TOTAL_DASS
mean_slant,0.15714834194642943,0.039063147317512786,pentagon,Random Forest,TOTAL_DASS
ink_density,0.6961421924373865,0.2678584143478707,pentagon,Random Forest,depression
direction_concentration,0.34844015229550906,-0.20359378494891855,pentagon,Random Forest,depression
height,0.34606779167297275,0.007702817470993191,pentagon,Random Forest,depression
F2_on_paper_time,0.3432758578065096,-0.12147720359234875,pentagon,Random Forest,depression
median_acceleration,0.2728282162852263,0.13948882047535724,pentagon,Random Forest,depression
std_slant,0.24539439114799733,-0.04910431566805397,pentagon,Random Forest,depression
straightness,0.21798687614854637,-0.015569810800404225,pentagon,Random Forest,depression
mean_pressure,0.20559348943439903,-0.13987607134840524,pentagon,Random Forest,depression
pen_up_path_length,0.1781447550527554,-0.09034889240190291,pentagon,Random Forest,depression
aspect_ratio,0.15050784068952325,0.010492918296097435,pentagon,Random Forest,depression
F1_in_air_time,0.1409457902748745,0.014524132110656684,pentagon,Random Forest,depression
dominant_angle,0.13300387194171964,0.05337965362063824,pentagon,Random Forest,depression
stop_ratio,0.126147848286155,-0.013404512739049877,pentagon,Random Forest,depression
p95_pen_up_speed,0.10715222165427302,0.04682525669939808,pentagon,Random Forest,depression
duty_cycle,0.10679774477699654,-0.011849655103659974,pentagon,Random Forest,depression
width,0.10020234078177699,0.01501956197801131,pentagon,Random Forest,depression
F4_stroke_count,0.08559542264399121,0.037798470424048596,pentagon,Random Forest,depression
median_speed,0.07001336490073724,0.030877297882126044,pentagon,Random Forest,depression
pen_up_ratio,0.06102051329382763,-0.012157150994383073,pentagon,Random Forest,depression
abs_mean_slant,0.047976084298911655,-0.0068688356767106235,pentagon,Random Forest,depression
straightness,1.0562114376718996,-0.2570447890797304,pentagon,Random Forest,stress
height,0.4572410420419549,-0.22878754028423162,pentagon,Random Forest,stress
F2_on_paper_time,0.409982865241654,-0.1726531236970039,pentagon,Random Forest,stress
abs_mean_slant,0.35859316924791995,-0.01958623115679055,pentagon,Random Forest,stress
aspect_ratio,0.27483620016962607,0.0604835572315929,pentagon,Random Forest,stress
width,0.22459743134121596,0.023556747042912576,pentagon,Random Forest,stress
F1_in_air_time,0.19273763670041807,0.020095517991230268,pentagon,Random Forest,stress
median_pen_up_speed,0.16243785573697994,0.012291246254134972,pentagon,Random Forest,stress
std_slant,0.1568457851728895,-0.0010915727609391024,pentagon,Random Forest,stress
path_length,0.14074899564818852,-0.03950383803540521,pentagon,Random Forest,stress
ink_density,0.13460590735436195,0.05805596270316024,pentagon,Random Forest,stress
mean_pressure,0.12499794552199807,0.004214709501135636,pentagon,Random Forest,stress
duty_cycle,0.12438360225833324,-0.02779399182244132,pentagon,Random Forest,stress
direction_concentration,0.12286770565792837,-0.023190811493778204,pentagon,Random Forest,stress
stop_ratio,0.1103927852734379,0.00876609392105698,pentagon,Random Forest,stress
dominant_angle,0.09679001961622685,0.01374740485359684,pentagon,Random Forest,stress
p95_pen_up_speed,0.09644676312656013,-0.08345709954032178,pentagon,Random Forest,stress
F3_total_time,0.09644642546259949,-0.005016631159810146,pentagon,Random Forest,stress
p95_speed,0.08924604923212238,-0.06001528415561094,pentagon,Random Forest,stress
mean_slant,0.08743260367851383,-0.003958192845039709,pentagon,Random Forest,stress
F2_on_paper_time,0.5926089756787267,-0.31115272367368085,pentagon,Random Forest,anxiety
width,0.4900364306503517,0.0992414709245034,pentagon,Random Forest,anxiety
p95_pen_up_speed,0.44163404412549734,0.13357893520373335,pentagon,Random Forest,anxiety
height,0.4061899375898604,-0.09983903895384137,pentagon,Random Forest,anxiety
straightness,0.3206126121426281,-0.013694678252673571,pentagon,Random Forest,anxiety
direction_concentration,0.2671323605355301,0.05617460107751559,pentagon,Random Forest,anxiety
ink_density,0.22320268649146752,0.13884414914952323,pentagon,Random Forest,anxiety
std_slant,0.1986606288157193,-0.07046239545708231,pentagon,Random Forest,anxiety
aspect_ratio,0.1555171328357468,0.007837880835244794,pentagon,Random Forest,anxiety
abs_mean_slant,0.1395074866289111,-0.0838618037369787,pentagon,Random Forest,anxiety
dominant_angle,0.11231878943484577,0.03100274138312354,pentagon,Random Forest,anxiety
pen_up_ratio,0.10869612632731226,0.05366180740223122,pentagon,Random Forest,anxiety
mean_pressure,0.10146053373163047,-0.07860309287488926,pentagon,Random Forest,anxiety
duty_cycle,0.10102100666385963,-0.015442987047761703,pentagon,Random Forest,anxiety
pen_up_path_length,0.08150399587485745,-0.03234467032746185,pentagon,Random Forest,anxiety
median_speed,0.0793150488145288,0.02467822214712497,pentagon,Random Forest,anxiety
F3_total_time,0.07913116901482523,0.0406640780872557,pentagon,Random Forest,anxiety
p95_speed,0.0769845521623415,0.034419403788963195,pentagon,Random Forest,anxiety
median_pen_up_speed,0.07487773421132041,-0.032436707233577826,pentagon,Random Forest,anxiety
path_length,0.07338759937460973,0.01689427378268331,pentagon,Random Forest,anxiety
ink_density,0.6961421924373865,0.2678584143478707,pentagon,Random Forest,depression
direction_concentration,0.34844015229550906,-0.20359378494891855,pentagon,Random Forest,depression
height,0.34606779167297275,0.007702817470993191,pentagon,Random Forest,depression
F2_on_paper_time,0.3432758578065096,-0.12147720359234875,pentagon,Random Forest,depression
median_acceleration,0.2728282162852263,0.13948882047535724,pentagon,Random Forest,depression
std_slant,0.24539439114799733,-0.04910431566805397,pentagon,Random Forest,depression
straightness,0.21798687614854637,-0.015569810800404225,pentagon,Random Forest,depression
mean_pressure,0.20559348943439903,-0.13987607134840524,pentagon,Random Forest,depression
pen_up_path_length,0.1781447550527554,-0.09034889240190291,pentagon,Random Forest,depression
aspect_ratio,0.15050784068952325,0.010492918296097435,pentagon,Random Forest,depression
F1_in_air_time,0.1409457902748745,0.014524132110656684,pentagon,Random Forest,depression
dominant_angle,0.13300387194171964,0.05337965362063824,pentagon,Random Forest,depression
stop_ratio,0.126147848286155,-0.013404512739049877,pentagon,Random Forest,depression
p95_pen_up_speed,0.10715222165427302,0.04682525669939808,pentagon,Random Forest,depression
duty_cycle,0.10679774477699654,-0.011849655103659974,pentagon,Random Forest,depression
width,0.10020234078177699,0.01501956197801131,pentagon,Random Forest,depression
F4_stroke_count,0.08559542264399121,0.037798470424048596,pentagon,Random Forest,depression
median_speed,0.07001336490073724,0.030877297882126044,pentagon,Random Forest,depression
pen_up_ratio,0.06102051329382763,-0.012157150994383073,pentagon,Random Forest,depression
abs_mean_slant,0.047976084298911655,-0.0068688356767106235,pentagon,Random Forest,depression
F2_on_paper_time,0.6430308868702203,-0.2675681300176016,pentagon,Random Forest,anxiety
p95_pen_up_speed,0.4827962677694571,0.12964359048859703,pentagon,Random Forest,anxiety
width,0.45203680013401853,0.08409672742735319,pentagon,Random Forest,anxiety
straightness,0.3682718582856563,-0.006931263083023432,pentagon,Random Forest,anxiety
direction_concentration,0.30255111563100945,0.02806786403307976,pentagon,Random Forest,anxiety
height,0.2563665923194948,-0.028879325955294598,pentagon,Random Forest,anxiety
abs_mean_slant,0.22515456582510177,-0.08310323254899434,pentagon,Random Forest,anxiety
aspect_ratio,0.20905437668674273,0.021451430928010277,pentagon,Random Forest,anxiety
std_slant,0.19401646211291756,-0.057890965956551924,pentagon,Random Forest,anxiety
median_speed,0.15578981620738686,0.03302548912798478,pentagon,Random Forest,anxiety
duty_cycle,0.10893923231388442,-0.006597933088285614,pentagon,Random Forest,anxiety
dominant_angle,0.09668847847079524,0.02362803326539463,pentagon,Random Forest,anxiety
ink_density,0.08524718933206912,0.011192890913998972,pentagon,Random Forest,anxiety
mean_pressure,0.08018181353683135,-0.03107207607305072,pentagon,Random Forest,anxiety
pen_up_path_length,0.07502139132939505,0.007512609740601987,pentagon,Random Forest,anxiety
F3_total_time,0.07280218930760213,0.014250921447281266,pentagon,Random Forest,anxiety
median_pen_up_speed,0.061960034635993214,-0.015298864503258855,pentagon,Random Forest,anxiety
p95_speed,0.06181517593446247,0.039356700153873714,pentagon,Random Forest,anxiety
path_length,0.06158735521593899,0.006757715373201554,pentagon,Random Forest,anxiety
pen_up_ratio,0.059839863546732396,-0.0054931792628723644,pentagon,Random Forest,anxiety
straightness,0.8795353393859171,-0.1798575159130601,pentagon,Random Forest,stress
abs_mean_slant,0.5192181636553657,-0.07016452518611252,pentagon,Random Forest,stress
F2_on_paper_time,0.4313042002235023,-0.15216005960809642,pentagon,Random Forest,stress
width,0.4234946624913173,-0.012325335960939904,pentagon,Random Forest,stress
height,0.337753857540194,-0.09128113183634853,pentagon,Random Forest,stress
aspect_ratio,0.31508215035248427,0.06835140521586922,pentagon,Random Forest,stress
median_pen_up_speed,0.19524138475619163,0.038533108630228394,pentagon,Random Forest,stress
std_slant,0.16024160912126822,-0.013857319166751111,pentagon,Random Forest,stress
path_length,0.1550493549546801,-0.047382760508385816,pentagon,Random Forest,stress
stop_ratio,0.1536452467823065,0.009143304619811644,pentagon,Random Forest,stress
duty_cycle,0.15085964348670164,-0.0176735858002881,pentagon,Random Forest,stress
F3_total_time,0.14318107375446093,-0.009345692698187798,pentagon,Random Forest,stress
mean_pressure,0.1297205992909479,0.007267339476315655,pentagon,Random Forest,stress
F1_in_air_time,0.12547840397148163,0.014088239626923068,pentagon,Random Forest,stress
dominant_angle,0.11329170046749752,0.0077056966820346845,pentagon,Random Forest,stress
p95_speed,0.10401116271639768,-0.06179488649865467,pentagon,Random Forest,stress
p95_pen_up_speed,0.09976812727927778,-0.0266244936564443,pentagon,Random Forest,stress
median_speed,0.09973566780456669,0.01243514466811055,pentagon,Random Forest,stress
direction_concentration,0.09546095634864459,-0.007613273280199803,pentagon,Random Forest,stress
pen_up_path_length,0.09448188281793159,-0.010777864033468983,pentagon,Random Forest,stress
height,0.623879231260112,-0.33180261920766857,pentagon,Gradient Boosting,TOTAL_DASS
straightness,0.5110373855831601,-0.06642875908567614,pentagon,Gradient Boosting,TOTAL_DASS
F2_on_paper_time,0.46256011724929597,-0.16063603816212188,pentagon,Gradient Boosting,TOTAL_DASS
direction_concentration,0.18213740891116642,-0.07332863056463633,pentagon,Gradient Boosting,TOTAL_DASS
pen_up_ratio,0.15657625981047785,-0.016790035669026666,pentagon,Gradient Boosting,TOTAL_DASS
F1_in_air_time,0.11090324133287163,0.030961302690413476,pentagon,Gradient Boosting,TOTAL_DASS
ink_density,0.1045199422868001,0.034809515711303377,pentagon,Gradient Boosting,TOTAL_DASS
aspect_ratio,0.09738128169779602,0.001946788703478161,pentagon,Gradient Boosting,TOTAL_DASS
std_slant,0.09202526512882278,0.003082333908713455,pentagon,Gradient Boosting,TOTAL_DASS
abs_mean_slant,0.0863939379107516,-0.021897961660836247,pentagon,Gradient Boosting,TOTAL_DASS
mean_pressure,0.06799417083054601,-0.06799417083054601,pentagon,Gradient Boosting,TOTAL_DASS
width,0.06776090192519897,0.0019214738156468332,pentagon,Gradient Boosting,TOTAL_DASS
dominant_angle,0.06135251080549396,0.002601246151749941,pentagon,Gradient Boosting,TOTAL_DASS
median_pen_up_speed,0.05966358375072273,-0.027989543122942225,pentagon,Gradient Boosting,TOTAL_DASS
duty_cycle,0.05232148913807714,0.006766287327715484,pentagon,Gradient Boosting,TOTAL_DASS
pen_up_path_length,0.05150673592068654,0.0006605779662907897,pentagon,Gradient Boosting,TOTAL_DASS
p95_pen_up_speed,0.02765151038224099,-0.021948833793617475,pentagon,Gradient Boosting,TOTAL_DASS
F4_stroke_count,0.018910465898737388,-0.006727043205084443,pentagon,Gradient Boosting,TOTAL_DASS
p95_speed,0.0,0.0,pentagon,Gradient Boosting,TOTAL_DASS
median_acceleration,0.0,0.0,pentagon,Gradient Boosting,TOTAL_DASS
ink_density,0.2752203230777112,0.08929331034702816,pentagon,Gradient Boosting,depression
direction_concentration,0.1395390039631223,-0.062403074971386904,pentagon,Gradient Boosting,depression
F2_on_paper_time,0.09684814410595959,-0.037448235333435075,pentagon,Gradient Boosting,depression
duty_cycle,0.0957611893875874,-0.0037117705036258833,pentagon,Gradient Boosting,depression
F1_in_air_time,0.07180062353834415,0.007345291437116916,pentagon,Gradient Boosting,depression
height,0.06811803793267297,-0.011070459223727706,pentagon,Gradient Boosting,depression
straightness,0.056501070077264834,-0.010380412476942694,pentagon,Gradient Boosting,depression
pen_up_ratio,0.04760693872751358,-0.0016885306543579092,pentagon,Gradient Boosting,depression
pen_up_path_length,0.044899029585526155,-0.005054378625687901,pentagon,Gradient Boosting,depression
mean_pressure,0.041849308410189,-0.03773913413978588,pentagon,Gradient Boosting,depression
F4_stroke_count,0.03378532036053458,-0.0030344309891047255,pentagon,Gradient Boosting,depression
aspect_ratio,0.030077200164095427,-0.0007068937472489773,pentagon,Gradient Boosting,depression
stop_ratio,0.025644655023764777,0.0036035784580421117,pentagon,Gradient Boosting,depression
median_acceleration,0.021224665356986486,0.009792067773816667,pentagon,Gradient Boosting,depression
std_slant,0.01977114346363109,-0.010143825705932976,pentagon,Gradient Boosting,depression
dominant_angle,0.016704246969544888,0.004950458432581775,pentagon,Gradient Boosting,depression
median_speed,0.01570874836509032,0.005912246450961536,pentagon,Gradient Boosting,depression
p95_speed,0.01291827110249703,0.012158948592230908,pentagon,Gradient Boosting,depression
p95_pen_up_speed,0.010062088725643459,0.002589254469986671,pentagon,Gradient Boosting,depression
F3_total_time,0.008791389102907329,0.0009203485467106111,pentagon,Gradient Boosting,depression
straightness,0.33023749013029025,-0.08327804863344011,pentagon,Gradient Boosting,stress
height,0.2913226721503684,-0.1437152290352284,pentagon,Gradient Boosting,stress
F1_in_air_time,0.0831188356633652,0.026351224994988723,pentagon,Gradient Boosting,stress
F2_on_paper_time,0.08081862622208548,-0.01692039288097052,pentagon,Gradient Boosting,stress
median_pen_up_speed,0.07196121798794554,-0.0014929140133796172,pentagon,Gradient Boosting,stress
abs_mean_slant,0.06180220946925013,-0.0030397289794052854,pentagon,Gradient Boosting,stress
path_length,0.05494635730749687,-0.010579061582287472,pentagon,Gradient Boosting,stress
direction_concentration,0.04256172849519982,0.001076142885801404,pentagon,Gradient Boosting,stress
aspect_ratio,0.03533428468475637,0.007631922331576826,pentagon,Gradient Boosting,stress
pen_up_path_length,0.030556794005648518,-0.017881884698611,pentagon,Gradient Boosting,stress
width,0.023269874008267792,-0.0050961568098060375,pentagon,Gradient Boosting,stress
duty_cycle,0.016243910501205196,0.0004530579864015241,pentagon,Gradient Boosting,stress
ink_density,0.015810036577005294,-0.008062450758943553,pentagon,Gradient Boosting,stress
stop_ratio,0.010726672381510642,-0.0028612469410188085,pentagon,Gradient Boosting,stress
p95_speed,0.007889629736986899,-0.001657485238862793,pentagon,Gradient Boosting,stress
std_slant,0.00732470125633257,-0.002635727489853274,pentagon,Gradient Boosting,stress
F4_stroke_count,0.006564692957078873,0.0007576273625513343,pentagon,Gradient Boosting,stress
median_speed,0.0,0.0,pentagon,Gradient Boosting,stress
median_acceleration,0.0,0.0,pentagon,Gradient Boosting,stress
F3_total_time,0.0,0.0,pentagon,Gradient Boosting,stress
F2_on_paper_time,0.2378771022183114,-0.1001139640253826,pentagon,Gradient Boosting,anxiety
height,0.16973565877696373,-0.10706257451443123,pentagon,Gradient Boosting,anxiety
direction_concentration,0.06762286481691163,0.004051549198761515,pentagon,Gradient Boosting,anxiety
std_slant,0.06685912331221514,-0.016267192792667952,pentagon,Gradient Boosting,anxiety
p95_pen_up_speed,0.06355209472107871,0.012825433135010111,pentagon,Gradient Boosting,anxiety
width,0.04591800506128433,0.005287471100391316,pentagon,Gradient Boosting,anxiety
path_length,0.03970681196430976,0.020904737341451467,pentagon,Gradient Boosting,anxiety
duty_cycle,0.036288562677285426,0.004945300369566679,pentagon,Gradient Boosting,anxiety
ink_density,0.030717946664217677,0.008302861891975563,pentagon,Gradient Boosting,anxiety
abs_mean_slant,0.02901815345013838,-0.02901815345013838,pentagon,Gradient Boosting,anxiety
straightness,0.028870803441329772,0.0011128137968415472,pentagon,Gradient Boosting,anxiety
mean_pressure,0.020914345190257904,-0.020914345190257904,pentagon,Gradient Boosting,anxiety
mean_slant,0.02056296993680379,0.002282855785044659,pentagon,Gradient Boosting,anxiety
p95_speed,0.018583212290389076,0.01373896502620505,pentagon,Gradient Boosting,anxiety
pen_up_path_length,0.016924516062214942,-0.006983084351378196,pentagon,Gradient Boosting,anxiety
aspect_ratio,0.015336167491268423,0.0011969691700502182,pentagon,Gradient Boosting,anxiety
dominant_angle,0.014931122316133246,-0.006967130260728934,pentagon,Gradient Boosting,anxiety
median_speed,0.012724500072808969,0.005372566697408233,pentagon,Gradient Boosting,anxiety
F1_in_air_time,0.011865961819647877,-0.008756261480705668,pentagon,Gradient Boosting,anxiety
median_pen_up_speed,0.009699056119892229,-0.004914768347748081,pentagon,Gradient Boosting,anxiety
ink_density,0.2752203230777112,0.08929331034702816,pentagon,Gradient Boosting,depression
direction_concentration,0.1395390039631223,-0.062403074971386904,pentagon,Gradient Boosting,depression
F2_on_paper_time,0.09684814410595959,-0.037448235333435075,pentagon,Gradient Boosting,depression
duty_cycle,0.0957611893875874,-0.0037117705036258833,pentagon,Gradient Boosting,depression
F1_in_air_time,0.07180062353834415,0.007345291437116916,pentagon,Gradient Boosting,depression
height,0.06811803793267297,-0.011070459223727706,pentagon,Gradient Boosting,depression
straightness,0.056501070077264834,-0.010380412476942694,pentagon,Gradient Boosting,depression
pen_up_ratio,0.04760693872751358,-0.0016885306543579092,pentagon,Gradient Boosting,depression
pen_up_path_length,0.044899029585526155,-0.005054378625687901,pentagon,Gradient Boosting,depression
mean_pressure,0.041849308410189,-0.03773913413978588,pentagon,Gradient Boosting,depression
F4_stroke_count,0.03378532036053458,-0.0030344309891047255,pentagon,Gradient Boosting,depression
