feature,mean_abs_shap,signed_mean_shap
mean_pressure,0.34641217639385985,-0.054501743815164407
duty_cycle,0.2324542782121635,0.09273944812077234
F2_on_paper_time,0.22282788243771648,0.047581356993442264
stop_ratio,0.20145706980580202,-0.06429932233533037
F1_in_air_time,0.19413069408518718,-0.0195658397287586
median_acceleration,0.19044629565166374,-0.01378472676657642
F3_total_time,0.18700591916579679,-0.006031439210877178
p95_pen_up_speed,0.18579870787306918,0.033743494505911555
pen_up_ratio,0.1748404372439083,-0.10429653732467327
width,0.17388503908116665,0.07062870475030282
aspect_ratio,0.17226683606897142,0.06704433000107449
median_pen_up_speed,0.17004457018998428,0.027378098705642357
p95_speed,0.1679221128138952,-0.002991814067415781
dominant_angle,0.1624651896461646,-0.02302140129028414
F4_stroke_count,0.16033931644706728,-0.10124470914011635
abs_mean_slant,0.1572441020603222,0.024928555000616727
mean_slant,0.1541122570848747,-0.0017416067653503453
height,0.14198808771397056,0.018975652055064116
direction_concentration,0.1382446333418451,0.0016341394749819077
path_length,0.12787875111632335,-0.011685726486199529
