feature,mean_abs_shap,signed_mean_shap
height,1.9731012939500077,-0.02415710208948549
pen_up_ratio,1.581908212155598,0.06479813884755731
duty_cycle,1.012393009925806,0.4449267281648871
pen_up_path_length,0.7568049819305739,0.0929497040540593
abs_mean_slant,0.7379207592315604,-0.036427657347548
ink_density,0.6104309242972603,0.13066526256313213
p95_pen_up_speed,0.6021457891607173,0.08240639813282612
F1_in_air_time,0.5418932459157788,0.18855201539957217
mean_pressure,0.530321982352265,-0.08467970908734933
F4_stroke_count,0.4488897214773309,0.10478768102601152
dominant_angle,0.4151621928241586,-0.07734450648134789
std_slant,0.3758831647448624,0.04925979629113528
median_speed,0.34099084212190667,0.010869632343057597
stop_ratio,0.2872642104786491,-0.06475614904694706
path_length,0.2360464716004288,0.03158926242461713
aspect_ratio,0.22728352077164377,-0.07439247448280119
F3_total_time,0.2163649195948945,0.06456694207930891
p95_speed,0.1987810942258389,0.05215030436804867
direction_concentration,0.18578144738508315,0.0027451725678288128
straightness,0.180848683483867,-0.06608482538604568
median_pen_up_speed,0.14574282066371574,0.038198283515264095
mean_slant,0.1360508715300228,0.006667493943766921
median_acceleration,0.1291053013217294,0.02988073224016803
width,0.09061694351157085,0.056788717382162915
F2_on_paper_time,0.0890858166757343,0.046536999838282384
